experiment protein  msmsID intensity sample group
1 SimulatedProtein208 SimulatedProtein208.Peptide2  9.11536683132 CTL.2 CTL
1 SimulatedProtein208 SimulatedProtein208.Peptide2  8.46734125304 TRT1.1 TRT1
1 SimulatedProtein208 SimulatedProtein208.Peptide2  8.60631906725 TRT1.2 TRT1
1 SimulatedProtein208 SimulatedProtein208.Peptide2  8.5605208586 TRT2.1 TRT2
1 SimulatedProtein208 SimulatedProtein208.Peptide2  8.85586320738 TRT2.2 TRT2
1 SimulatedProtein208 SimulatedProtein208.Peptide3  5.94219531447 CTL.1 CTL
1 SimulatedProtein208 SimulatedProtein208.Peptide3  7.29768062536 CTL.2 CTL
1 SimulatedProtein208 SimulatedProtein208.Peptide3  6.45680326064 TRT1.1 TRT1
1 SimulatedProtein208 SimulatedProtein208.Peptide3  5.86334445412 TRT1.2 TRT1
1 SimulatedProtein208 SimulatedProtein208.Peptide3  6.56582628461 TRT2.1 TRT2
1 SimulatedProtein208 SimulatedProtein208.Peptide3  5.98720472496 TRT2.2 TRT2
1 SimulatedProtein208 SimulatedProtein208.Peptide4  4.89445710376 CTL.1 CTL
1 SimulatedProtein208 SimulatedProtein208.Peptide4  4.88656615996 CTL.2 CTL
1 SimulatedProtein208 SimulatedProtein208.Peptide4  4.20186096451 TRT1.1 TRT1
1 SimulatedProtein208 SimulatedProtein208.Peptide4  4.04485295989 TRT1.2 TRT1
1 SimulatedProtein208 SimulatedProtein208.Peptide4  4.51697819342 TRT2.1 TRT2
1 SimulatedProtein208 SimulatedProtein208.Peptide4  5.03995231947 TRT2.2 TRT2
1 SimulatedProtein209 SimulatedProtein209.Peptide1  11.5025211776 CTL.1 CTL
1 SimulatedProtein209 SimulatedProtein209.Peptide1  11.7091846791 CTL.2 CTL
1 SimulatedProtein209 SimulatedProtein209.Peptide1  12.720386117 TRT1.1 TRT1
1 SimulatedProtein209 SimulatedProtein209.Peptide1  12.5586464296 TRT1.2 TRT1
1 SimulatedProtein209 SimulatedProtein209.Peptide1  11.5739066768 TRT2.1 TRT2
1 SimulatedProtein209 SimulatedProtein209.Peptide1  11.9524532146 TRT2.2 TRT2
1 SimulatedProtein209 SimulatedProtein209.Peptide2  7.64001770894 CTL.1 CTL
1 SimulatedProtein209 SimulatedProtein209.Peptide2  7.43195562326 CTL.2 CTL
1 SimulatedProtein209 SimulatedProtein209.Peptide2  8.33600251212 TRT1.1 TRT1
1 SimulatedProtein209 SimulatedProtein209.Peptide2  8.52710549855 TRT1.2 TRT1
1 SimulatedProtein209 SimulatedProtein209.Peptide2  7.87261968349 TRT2.1 TRT2
1 SimulatedProtein209 SimulatedProtein209.Peptide2  8.42195346729 TRT2.2 TRT2
1 SimulatedProtein210 SimulatedProtein210.Peptide1  10.3984162209 CTL.1 CTL
1 SimulatedProtein210 SimulatedProtein210.Peptide1  10.6106685023 CTL.2 CTL
1 SimulatedProtein210 SimulatedProtein210.Peptide1  10.5287536697 TRT1.1 TRT1
1 SimulatedProtein210 SimulatedProtein210.Peptide1  10.4443365707 TRT1.2 TRT1
1 SimulatedProtein210 SimulatedProtein210.Peptide1  10.519205591 TRT2.1 TRT2
1 SimulatedProtein210 SimulatedProtein210.Peptide1  10.4484585915 TRT2.2 TRT2
1 SimulatedProtein210 SimulatedProtein210.Peptide2  8.82553797898 CTL.1 CTL
1 SimulatedProtein210 SimulatedProtein210.Peptide2  8.44584833813 CTL.2 CTL
1 SimulatedProtein210 SimulatedProtein210.Peptide2  8.47822813662 TRT1.1 TRT1
1 SimulatedProtein210 SimulatedProtein210.Peptide2  8.22941665744 TRT1.2 TRT1
1 SimulatedProtein210 SimulatedProtein210.Peptide2  8.15770205091 TRT2.1 TRT2
1 SimulatedProtein210 SimulatedProtein210.Peptide2  8.69015275449 TRT2.2 TRT2
1 SimulatedProtein210 SimulatedProtein210.Peptide3  9.83318410132 CTL.1 CTL
1 SimulatedProtein210 SimulatedProtein210.Peptide3  10.1234595647 CTL.2 CTL
1 SimulatedProtein210 SimulatedProtein210.Peptide3  9.8746817999 TRT1.1 TRT1
1 SimulatedProtein210 SimulatedProtein210.Peptide3  10.0448494873 TRT1.2 TRT1
1 SimulatedProtein210 SimulatedProtein210.Peptide3  10.3850352538 TRT2.1 TRT2
1 SimulatedProtein210 SimulatedProtein210.Peptide3  10.01395160752 TRT2.2 TRT2
1 SimulatedProtein210 SimulatedProtein210.Peptide4  9.70204861628 CTL.1 CTL
1 SimulatedProtein210 SimulatedProtein210.Peptide4  9.53800080657 CTL.2 CTL
1 SimulatedProtein210 SimulatedProtein210.Peptide4  8.77282312744 TRT1.1 TRT1
1 SimulatedProtein210 SimulatedProtein210.Peptide4  9.57694812727 TRT1.2 TRT1
1 SimulatedProtein210 SimulatedProtein210.Peptide4  9.25241442602 TRT2.1 TRT2
1 SimulatedProtein210 SimulatedProtein210.Peptide4  9.50239857519 TRT2.2 TRT2
1 SimulatedProtein210 SimulatedProtein210.Peptide5  6.33461200611 CTL.1 CTL
1 SimulatedProtein210 SimulatedProtein210.Peptide5  6.51006439362 CTL.2 CTL
1 SimulatedProtein210 SimulatedProtein210.Peptide5  6.80166272011 TRT1.1 TRT1
1 SimulatedProtein210 SimulatedProtein210.Peptide5  6.22338583239 TRT1.2 TRT1
1 SimulatedProtein210 SimulatedProtein210.Peptide5  6.35337057704 TRT2.1 TRT2
1 SimulatedProtein210 SimulatedProtein210.Peptide5  6.90500199223 TRT2.2 TRT2
1 SimulatedProtein211 SimulatedProtein211.Peptide1  12.137611727 CTL.1 CTL
1 SimulatedProtein211 SimulatedProtein211.Peptide1  12.0610739243 CTL.2 CTL
1 SimulatedProtein211 SimulatedProtein211.Peptide1  11.3996628432 TRT1.1 TRT1
1 SimulatedProtein211 SimulatedProtein211.Peptide1  11.999351884 TRT1.2 TRT1
1 SimulatedProtein211 SimulatedProtein211.Peptide1  11.7212542261 TRT2.1 TRT2
1 SimulatedProtein211 SimulatedProtein211.Peptide1  11.7778745465 TRT2.2 TRT2
1 SimulatedProtein211 SimulatedProtein211.Peptide2  7.96332502432 CTL.1 CTL
1 SimulatedProtein211 SimulatedProtein211.Peptide2  8.51903085593 CTL.2 CTL
1 SimulatedProtein211 SimulatedProtein211.Peptide2  8.20841919343 TRT1.1 TRT1
1 SimulatedProtein211 SimulatedProtein211.Peptide2  8.33128430789 TRT1.2 TRT1
1 SimulatedProtein211 SimulatedProtein211.Peptide2  8.86108356619 TRT2.1 TRT2
1 SimulatedProtein211 SimulatedProtein211.Peptide2  8.50579430929 TRT2.2 TRT2
1 SimulatedProtein211 SimulatedProtein211.Peptide3  12.3929853075 CTL.1 CTL
1 SimulatedProtein211 SimulatedProtein211.Peptide3  11.6826485457 CTL.2 CTL
1 SimulatedProtein211 SimulatedProtein211.Peptide3  12.0206557952 TRT1.1 TRT1
1 SimulatedProtein211 SimulatedProtein211.Peptide3  12.6290690568 TRT1.2 TRT1
1 SimulatedProtein211 SimulatedProtein211.Peptide3  12.5424105833 TRT2.1 TRT2
1 SimulatedProtein211 SimulatedProtein211.Peptide3  12.0712072559 TRT2.2 TRT2
1 SimulatedProtein211 SimulatedProtein211.Peptide4  4.10141845743 CTL.1 CTL
1 SimulatedProtein211 SimulatedProtein211.Peptide4  4.46552338487 CTL.2 CTL
1 SimulatedProtein211 SimulatedProtein211.Peptide4  3.62666953675 TRT1.1 TRT1
1 SimulatedProtein211 SimulatedProtein211.Peptide4  4.20262474865 TRT1.2 TRT1
1 SimulatedProtein211 SimulatedProtein211.Peptide4  3.78939958193 TRT2.1 TRT2
1 SimulatedProtein211 SimulatedProtein211.Peptide4  3.65644955655 TRT2.2 TRT2
1 SimulatedProtein211 SimulatedProtein211.Peptide5  12.943985683 CTL.1 CTL
1 SimulatedProtein211 SimulatedProtein211.Peptide5  12.699671689 CTL.2 CTL
1 SimulatedProtein211 SimulatedProtein211.Peptide5  13.1991868951 TRT1.1 TRT1
1 SimulatedProtein211 SimulatedProtein211.Peptide5  13.3893201507 TRT1.2 TRT1
1 SimulatedProtein211 SimulatedProtein211.Peptide5  13.545348345 TRT2.1 TRT2
1 SimulatedProtein211 SimulatedProtein211.Peptide5  12.7766155163 TRT2.2 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide1  15.7385803512 CTL.1 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide1  15.8510842077 CTL.2 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide1  15.5250127596 TRT1.1 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide1  15.7461120684 TRT1.2 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide1  15.578870932 TRT2.1 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide1  15.9491796481 TRT2.2 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide2  9.1821694628 CTL.1 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide2  9.81605036196 CTL.2 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide2  9.76012134602 TRT1.1 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide2  9.50075784472 TRT1.2 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide2  9.55360621733 TRT2.1 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide2  9.59566494657 TRT2.2 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide3  6.81367217207 CTL.1 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide3  6.19722591531 CTL.2 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide3  6.04672841135 TRT1.1 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide3  5.81402546037 TRT1.2 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide3  6.03824725895 TRT2.1 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide3  6.33522013688 TRT2.2 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide4  14.5110658846 CTL.1 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide4  14.2375269264 CTL.2 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide4  14.0218928336 TRT1.1 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide4  13.9761989008 TRT1.2 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide4  14.2882440955 TRT2.1 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide4  14.6279923271 TRT2.2 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide5  9.05266057 CTL.1 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide5  9.26664957149 CTL.2 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide5  8.68109116783 TRT1.1 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide5  7.91582181375 TRT1.2 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide5  8.8798619389 TRT2.1 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide5  8.59101032534 TRT2.2 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide6  12.2463238821 CTL.1 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide6  11.776840204 CTL.2 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide6  12.0280694586 TRT1.1 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide6  11.9786062944 TRT1.2 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide6  11.7126099214 TRT2.1 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide6  12.198228501 TRT2.2 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide7  9.49635656871 CTL.1 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide7  10.2840669167 CTL.2 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide7  9.71712785204 TRT1.1 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide7  10.0658012858 TRT1.2 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide7  9.54736926334 TRT2.1 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide7  9.95790072236 TRT2.2 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide8  7.82649634079 CTL.1 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide8  8.2170943833 CTL.2 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide8  7.19747954898 TRT1.1 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide8  7.91153448306 TRT1.2 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide8  7.68098363471 TRT2.1 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide8  8.14057522172 TRT2.2 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide9  10.497444267 CTL.1 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide9  10.260218138 CTL.2 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide9  11.435207354 TRT1.1 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide9  10.2738548046 TRT1.2 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide9  10.4024102837 TRT2.1 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide9  10.3455169235 TRT2.2 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide10  9.16597206392 CTL.1 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide10  8.82558864466 CTL.2 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide10  9.46471320892 TRT1.1 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide10  8.9951214936 TRT1.2 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide10  9.25531503069 TRT2.1 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide10  8.52058521767 TRT2.2 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide11  8.37291042704 CTL.1 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide11  8.46293701629 CTL.2 CTL
1 SimulatedProtein212 SimulatedProtein212.Peptide11  8.31738338391 TRT1.1 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide11  8.52184748393 TRT1.2 TRT1
1 SimulatedProtein212 SimulatedProtein212.Peptide11  8.55734648953 TRT2.1 TRT2
1 SimulatedProtein212 SimulatedProtein212.Peptide11  8.21020013274 TRT2.2 TRT2
1 SimulatedProtein213 SimulatedProtein213.Peptide1  11.6341807478 CTL.1 CTL
1 SimulatedProtein213 SimulatedProtein213.Peptide1  11.1280901605 CTL.2 CTL
1 SimulatedProtein213 SimulatedProtein213.Peptide1  12.1288222639 TRT1.1 TRT1
1 SimulatedProtein213 SimulatedProtein213.Peptide1  11.6499292453 TRT1.2 TRT1
1 SimulatedProtein213 SimulatedProtein213.Peptide1  12.1372636527 TRT2.1 TRT2
1 SimulatedProtein213 SimulatedProtein213.Peptide1  11.6857888308 TRT2.2 TRT2
1 SimulatedProtein213 SimulatedProtein213.Peptide2  7.60810595563 CTL.1 CTL
1 SimulatedProtein213 SimulatedProtein213.Peptide2  7.71359601346 CTL.2 CTL
1 SimulatedProtein213 SimulatedProtein213.Peptide2  8.06404686193 TRT1.1 TRT1
1 SimulatedProtein213 SimulatedProtein213.Peptide2  7.46091000404 TRT1.2 TRT1
1 SimulatedProtein213 SimulatedProtein213.Peptide2  7.74490628841 TRT2.1 TRT2
1 SimulatedProtein213 SimulatedProtein213.Peptide2  7.47508133763 TRT2.2 TRT2
1 SimulatedProtein213 SimulatedProtein213.Peptide3  8.74618085183 CTL.1 CTL
1 SimulatedProtein213 SimulatedProtein213.Peptide3  9.31555745371 CTL.2 CTL
1 SimulatedProtein213 SimulatedProtein213.Peptide3  9.30958002694 TRT1.1 TRT1
1 SimulatedProtein213 SimulatedProtein213.Peptide3  8.97544643407 TRT1.2 TRT1
1 SimulatedProtein213 SimulatedProtein213.Peptide3  9.05123950369 TRT2.1 TRT2
1 SimulatedProtein213 SimulatedProtein213.Peptide3  9.11000115522 TRT2.2 TRT2
1 SimulatedProtein213 SimulatedProtein213.Peptide4  5.90226807577 CTL.1 CTL
1 SimulatedProtein213 SimulatedProtein213.Peptide4  6.54193845267 CTL.2 CTL
1 SimulatedProtein213 SimulatedProtein213.Peptide4  6.5621079398 TRT1.1 TRT1
1 SimulatedProtein213 SimulatedProtein213.Peptide4  6.40069319391 TRT1.2 TRT1
1 SimulatedProtein213 SimulatedProtein213.Peptide4  6.32687434565 TRT2.1 TRT2
1 SimulatedProtein213 SimulatedProtein213.Peptide4  6.32032226235 TRT2.2 TRT2
1 SimulatedProtein213 SimulatedProtein213.Peptide5  12.167036181 CTL.1 CTL
1 SimulatedProtein213 SimulatedProtein213.Peptide5  13.1268992408 CTL.2 CTL
1 SimulatedProtein213 SimulatedProtein213.Peptide5  12.3597228027 TRT1.1 TRT1
1 SimulatedProtein213 SimulatedProtein213.Peptide5  12.169037902 TRT1.2 TRT1
1 SimulatedProtein213 SimulatedProtein213.Peptide5  12.5570587993 TRT2.1 TRT2
1 SimulatedProtein213 SimulatedProtein213.Peptide5  11.9967868764 TRT2.2 TRT2
1 SimulatedProtein214 SimulatedProtein214.Peptide1  11.8987855561 CTL.1 CTL
1 SimulatedProtein214 SimulatedProtein214.Peptide1  11.2813768916 CTL.2 CTL
1 SimulatedProtein214 SimulatedProtein214.Peptide1  12.9558623045 TRT1.1 TRT1
1 SimulatedProtein214 SimulatedProtein214.Peptide1  12.5159442953 TRT1.2 TRT1
1 SimulatedProtein214 SimulatedProtein214.Peptide1  11.0667792977 TRT2.1 TRT2
1 SimulatedProtein214 SimulatedProtein214.Peptide1  10.7945331213 TRT2.2 TRT2
1 SimulatedProtein214 SimulatedProtein214.Peptide2  7.11034463456 CTL.1 CTL
1 SimulatedProtein214 SimulatedProtein214.Peptide2  8.19284502526 CTL.2 CTL
1 SimulatedProtein214 SimulatedProtein214.Peptide2  7.80029318592 TRT1.1 TRT1
1 SimulatedProtein214 SimulatedProtein214.Peptide2  7.71848950996 TRT1.2 TRT1
1 SimulatedProtein214 SimulatedProtein214.Peptide2  6.11647012466 TRT2.1 TRT2
1 SimulatedProtein214 SimulatedProtein214.Peptide2  6.64466948784 TRT2.2 TRT2
1 SimulatedProtein214 SimulatedProtein214.Peptide3  12.5396980612 CTL.1 CTL
1 SimulatedProtein214 SimulatedProtein214.Peptide3  12.3584064458 CTL.2 CTL
1 SimulatedProtein214 SimulatedProtein214.Peptide3  13.2607144559 TRT1.1 TRT1
1 SimulatedProtein214 SimulatedProtein214.Peptide3  12.915527806 TRT1.2 TRT1
1 SimulatedProtein214 SimulatedProtein214.Peptide3  11.2954633688 TRT2.1 TRT2
1 SimulatedProtein214 SimulatedProtein214.Peptide3  11.1730257187 TRT2.2 TRT2
1 SimulatedProtein214 SimulatedProtein214.Peptide4  5.43027269562 CTL.1 CTL
1 SimulatedProtein214 SimulatedProtein214.Peptide4  6.40241894755 CTL.2 CTL
1 SimulatedProtein214 SimulatedProtein214.Peptide4  6.72610552258 TRT1.1 TRT1
1 SimulatedProtein214 SimulatedProtein214.Peptide4  6.3059361365 TRT1.2 TRT1
1 SimulatedProtein214 SimulatedProtein214.Peptide4  4.70269419742 TRT2.1 TRT2
1 SimulatedProtein214 SimulatedProtein214.Peptide4  4.66183912398 TRT2.2 TRT2
1 SimulatedProtein214 SimulatedProtein214.Peptide5  13.560225499 CTL.1 CTL
1 SimulatedProtein214 SimulatedProtein214.Peptide5  13.4997314512 CTL.2 CTL
1 SimulatedProtein214 SimulatedProtein214.Peptide5  14.6547742219 TRT1.1 TRT1
1 SimulatedProtein214 SimulatedProtein214.Peptide5  14.4684648142 TRT1.2 TRT1
1 SimulatedProtein214 SimulatedProtein214.Peptide5  12.3811040859 TRT2.1 TRT2
1 SimulatedProtein214 SimulatedProtein214.Peptide5  12.4159454878 TRT2.2 TRT2
1 SimulatedProtein215 SimulatedProtein215.Peptide1  9.30372945173 CTL.1 CTL
1 SimulatedProtein215 SimulatedProtein215.Peptide1  9.56219833291 CTL.2 CTL
1 SimulatedProtein215 SimulatedProtein215.Peptide1  9.5511705456 TRT1.1 TRT1
1 SimulatedProtein215 SimulatedProtein215.Peptide1  9.22383263124 TRT1.2 TRT1
1 SimulatedProtein215 SimulatedProtein215.Peptide1  9.29095463364 TRT2.1 TRT2
1 SimulatedProtein215 SimulatedProtein215.Peptide1  9.66377571728 TRT2.2 TRT2
1 SimulatedProtein215 SimulatedProtein215.Peptide2  14.9455875035 CTL.1 CTL
1 SimulatedProtein215 SimulatedProtein215.Peptide2  15.1595871813 CTL.2 CTL
1 SimulatedProtein215 SimulatedProtein215.Peptide2  13.8349521493 TRT1.1 TRT1
1 SimulatedProtein215 SimulatedProtein215.Peptide2  14.1993870785 TRT1.2 TRT1
1 SimulatedProtein215 SimulatedProtein215.Peptide2  14.3050950322 TRT2.1 TRT2
1 SimulatedProtein215 SimulatedProtein215.Peptide2  14.2855152149 TRT2.2 TRT2
1 SimulatedProtein216 SimulatedProtein216.Peptide1  7.60689623679 CTL.1 CTL
1 SimulatedProtein216 SimulatedProtein216.Peptide1  7.73824425349 CTL.2 CTL
1 SimulatedProtein216 SimulatedProtein216.Peptide1  7.99144263978 TRT1.1 TRT1
1 SimulatedProtein216 SimulatedProtein216.Peptide1  8.29383387592 TRT1.2 TRT1
1 SimulatedProtein216 SimulatedProtein216.Peptide1  7.58706551413 TRT2.1 TRT2
1 SimulatedProtein216 SimulatedProtein216.Peptide1  8.47998850572 TRT2.2 TRT2
1 SimulatedProtein216 SimulatedProtein216.Peptide2  7.95658225786 CTL.1 CTL
1 SimulatedProtein216 SimulatedProtein216.Peptide2  8.97712018924 CTL.2 CTL
1 SimulatedProtein216 SimulatedProtein216.Peptide2  9.52638746329 TRT1.1 TRT1
1 SimulatedProtein216 SimulatedProtein216.Peptide2  9.15722416613 TRT1.2 TRT1
1 SimulatedProtein216 SimulatedProtein216.Peptide2  8.64323872451 TRT2.1 TRT2
1 SimulatedProtein216 SimulatedProtein216.Peptide2  8.83174136292 TRT2.2 TRT2
1 SimulatedProtein217 SimulatedProtein217.Peptide1  11.5333573723 CTL.1 CTL
1 SimulatedProtein217 SimulatedProtein217.Peptide1  11.4694429821 CTL.2 CTL
1 SimulatedProtein217 SimulatedProtein217.Peptide1  11.3544677091 TRT1.1 TRT1
1 SimulatedProtein217 SimulatedProtein217.Peptide1  11.0957223649 TRT1.2 TRT1
1 SimulatedProtein217 SimulatedProtein217.Peptide1  11.1382916293 TRT2.1 TRT2
1 SimulatedProtein217 SimulatedProtein217.Peptide1  11.3396399002 TRT2.2 TRT2
1 SimulatedProtein217 SimulatedProtein217.Peptide2  7.54537124736 CTL.1 CTL
1 SimulatedProtein217 SimulatedProtein217.Peptide2  7.89567140669 CTL.2 CTL
1 SimulatedProtein217 SimulatedProtein217.Peptide2  8.40075637686 TRT1.1 TRT1
1 SimulatedProtein217 SimulatedProtein217.Peptide2  7.78096488821 TRT1.2 TRT1
1 SimulatedProtein217 SimulatedProtein217.Peptide2  7.5609758282 TRT2.1 TRT2
1 SimulatedProtein217 SimulatedProtein217.Peptide2  7.9756513749 TRT2.2 TRT2
1 SimulatedProtein217 SimulatedProtein217.Peptide3  12.5283596517 CTL.1 CTL
1 SimulatedProtein217 SimulatedProtein217.Peptide3  12.6006329547 CTL.2 CTL
1 SimulatedProtein217 SimulatedProtein217.Peptide3  12.6545410671 TRT1.1 TRT1
1 SimulatedProtein217 SimulatedProtein217.Peptide3  12.0938852202 TRT1.2 TRT1
1 SimulatedProtein217 SimulatedProtein217.Peptide3  12.9437368193 TRT2.1 TRT2
1 SimulatedProtein217 SimulatedProtein217.Peptide3  12.9313504886 TRT2.2 TRT2
1 SimulatedProtein217 SimulatedProtein217.Peptide4  5.24407674048 CTL.1 CTL
1 SimulatedProtein217 SimulatedProtein217.Peptide4  5.06283667692 CTL.2 CTL
1 SimulatedProtein217 SimulatedProtein217.Peptide4  5.26007362722 TRT1.1 TRT1
1 SimulatedProtein217 SimulatedProtein217.Peptide4  5.07907514581 TRT1.2 TRT1
1 SimulatedProtein217 SimulatedProtein217.Peptide4  4.81438399106 TRT2.1 TRT2
1 SimulatedProtein217 SimulatedProtein217.Peptide4  4.78951962487 TRT2.2 TRT2
1 SimulatedProtein218 SimulatedProtein218.Peptide1  9.29637176634 CTL.1 CTL
1 SimulatedProtein218 SimulatedProtein218.Peptide1  9.37571164565 CTL.2 CTL
1 SimulatedProtein218 SimulatedProtein218.Peptide1  9.35918234026 TRT1.1 TRT1
1 SimulatedProtein218 SimulatedProtein218.Peptide1  9.80445960908 TRT1.2 TRT1
1 SimulatedProtein218 SimulatedProtein218.Peptide1  10.3597152317 TRT2.1 TRT2
1 SimulatedProtein218 SimulatedProtein218.Peptide1  10.2374746163 TRT2.2 TRT2
1 SimulatedProtein218 SimulatedProtein218.Peptide2  14.9550922631 CTL.1 CTL
1 SimulatedProtein218 SimulatedProtein218.Peptide2  14.7284030759 CTL.2 CTL
1 SimulatedProtein218 SimulatedProtein218.Peptide2  14.7909283321 TRT1.1 TRT1
1 SimulatedProtein218 SimulatedProtein218.Peptide2  14.9617365963 TRT1.2 TRT1
1 SimulatedProtein218 SimulatedProtein218.Peptide2  15.6884978878 TRT2.1 TRT2
1 SimulatedProtein218 SimulatedProtein218.Peptide2  15.8080277218 TRT2.2 TRT2
1 SimulatedProtein218 SimulatedProtein218.Peptide3  7.62444589739 CTL.1 CTL
1 SimulatedProtein218 SimulatedProtein218.Peptide3  7.30160282484 CTL.2 CTL
1 SimulatedProtein218 SimulatedProtein218.Peptide3  7.57148242935 TRT1.1 TRT1
1 SimulatedProtein218 SimulatedProtein218.Peptide3  7.57936494446 TRT1.2 TRT1
1 SimulatedProtein218 SimulatedProtein218.Peptide3  8.23837736752 TRT2.1 TRT2
1 SimulatedProtein218 SimulatedProtein218.Peptide3  7.70665856321 TRT2.2 TRT2
